날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
20250209,1,히트맨2,2025-01-22,78083,2316089,747734800
20250209,2,말할 수 없는 비밀,2025-01-27,53979,574477,535332640
20250209,3,브로큰,2025-02-05,32074,160998,309187040
20250209,4,검은 수녀들,2025-01-24,29864,1600316,290869600
20250209,5,서브스턴스,2024-12-11,11194,432545,111236000
20250209,6,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,6992,166668,62587800
20250209,7,하얼빈,2024-12-24,5610,4896225,54366260
20250209,8,뽀로로 극장판 바닷속 대모험,2025-01-01,4584,403244,41961100
20250209,9,더 폴: 디렉터스 컷,2024-12-25,4562,116729,46407500
20250209,10,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,3552,40070,31712500
20250210,1,히트맨2,2025-01-22,25572,2341661,237721700
20250210,2,말할 수 없는 비밀,2025-01-27,17689,592166,163452200
20250210,3,검은 수녀들,2025-01-24,10389,1610705,100363980
20250210,4,브로큰,2025-02-05,9355,170353,86721500
20250210,5,서브스턴스,2024-12-11,5832,438377,56112300
20250210,6,더 폴: 디렉터스 컷,2024-12-25,2729,119458,26578000
20250210,7,하얼빈,2024-12-24,2477,4898702,23137200
20250210,8,아이유 콘서트 : 더 위닝,2025-01-24,1134,67068,32109500
20250210,9,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,1044,167712,8733000
20250210,10,9월 5일: 위험한 특종,2025-02-05,831,8456,7768400
20250211,1,히트맨2,2025-01-22,22375,2364036,207060900
20250211,2,말할 수 없는 비밀,2025-01-27,16797,608963,154547300
20250211,3,검은 수녀들,2025-01-24,9654,1620359,92701400
20250211,4,브로큰,2025-02-05,8850,179203,78753800
20250211,5,서브스턴스,2024-12-11,5624,444001,53992600
20250211,6,더 폴: 디렉터스 컷,2024-12-25,2666,122124,26094000
20250211,7,하얼빈,2024-12-24,2161,4900863,20276200
20250211,8,뽀로로 극장판 바닷속 대모험,2025-01-01,1203,405269,8528900
20250211,9,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,997,168709,8415800
20250211,10,9월 5일: 위험한 특종,2025-02-05,932,9388,8714700
20250212,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,123237,124005,1235188390
20250212,2,히트맨2,2025-01-22,15063,2379099,140532000
20250212,3,말할 수 없는 비밀,2025-01-27,13992,622955,128638300
20250212,4,검은 수녀들,2025-01-24,5721,1626080,54087800
20250212,5,브루탈리스트,2025-02-12,4952,7936,46524000
20250212,6,서브스턴스,2024-12-11,4294,448295,41033300
20250212,7,브로큰,2025-02-05,3081,182284,28000300
20250212,8,미드나잇 인 파리,2012-07-05,2779,384348,24110800
20250212,9,극장판 쿠로코의 농구 라스트 게임,2017-04-27,2610,74891,17898400
20250212,10,더 폴: 디렉터스 컷,2024-12-25,2245,124369,21685300
20250213,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,84843,208848,838062130
20250213,2,히트맨2,2025-01-22,13807,2392906,126723800
20250213,3,말할 수 없는 비밀,2025-01-27,12864,635819,118899880
20250213,4,검은 수녀들,2025-01-24,5764,1631844,53884900
20250213,5,서브스턴스,2024-12-11,4319,452614,41325360
20250213,6,브루탈리스트,2025-02-12,3299,11235,30724700
20250213,7,브로큰,2025-02-05,2598,184882,23367900
20250213,8,더 폴: 디렉터스 컷,2024-12-25,2107,126476,20571100
20250213,9,미드나잇 인 파리,2012-07-05,1676,386024,14809420
20250213,10,500일의 썸머,2010-01-21,1436,301693,13783700
20250214,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,113881,322729,1166629870
20250214,2,말할 수 없는 비밀,2025-01-27,16771,652590,161175220
20250214,3,명탐정 코난: 14번째 표적,2025-02-14,15480,19292,144339960
20250214,4,히트맨2,2025-01-22,15269,2408175,146140700
20250214,5,검은 수녀들,2025-01-24,5352,1637196,52501500
20250214,6,서브스턴스,2024-12-11,5082,457696,51214400
20250214,7,엘리: 몬스터 패밀리,2025-02-14,4324,5494,32788600
20250214,8,브루탈리스트,2025-02-12,3572,14807,35230700
20250214,9,첫 번째 키스,2025-02-26,3163,3329,29876000
20250214,10,500일의 썸머,2010-01-21,2708,304401,28853200
20250215,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,258697,581426,2621371620
20250215,2,말할 수 없는 비밀,2025-01-27,31460,684050,317830900
20250215,3,히트맨2,2025-01-22,28593,2436768,273724720
20250215,4,명탐정 코난: 14번째 표적,2025-02-14,11670,30962,109346040
20250215,5,서브스턴스,2024-12-11,8674,466370,86496400
20250215,6,검은 수녀들,2025-01-24,7731,1644927,76007020
20250215,7,엘리: 몬스터 패밀리,2025-02-14,6355,11849,55545100
20250215,8,브루탈리스트,2025-02-12,6279,21086,64566900
20250215,9,더 폴: 디렉터스 컷,2024-12-25,5501,134364,56973200
20250215,10,미드나잇 인 파리,2012-07-05,3169,390943,35139460
20250216,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,211258,792684,2117673880
20250216,2,말할 수 없는 비밀,2025-01-27,30004,714054,305280200
20250216,3,히트맨2,2025-01-22,25480,2462248,246259920
20250216,4,명탐정 코난: 14번째 표적,2025-02-14,10468,41430,98625900
20250216,5,서브스턴스,2024-12-11,7238,473608,72600960
20250216,6,검은 수녀들,2025-01-24,6421,1651348,63573700
20250216,7,엘리: 몬스터 패밀리,2025-02-14,5660,17509,49555700
20250216,8,브루탈리스트,2025-02-12,5574,26660,58691300
20250216,9,더 폴: 디렉터스 컷,2024-12-25,4798,139162,49202000
20250216,10,아이유 콘서트 : 더 위닝,2025-01-24,2744,72861,68598500
20250217,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,59016,851700,579917620
20250217,2,말할 수 없는 비밀,2025-01-27,10027,724081,93480600
20250217,3,히트맨2,2025-01-22,9666,2471914,90126500
20250217,4,서브스턴스,2024-12-11,4265,477873,41181300
20250217,5,명탐정 코난: 14번째 표적,2025-02-14,4193,45623,38566180
20250217,6,브루탈리스트,2025-02-12,3363,30023,31581160
20250217,7,검은 수녀들,2025-01-24,3121,1654469,29650600
20250217,8,더 폴: 디렉터스 컷,2024-12-25,2199,141361,21696700
20250217,9,엘리: 몬스터 패밀리,2025-02-14,1409,18918,10758300
20250217,10,500일의 썸머,2010-01-21,1397,310975,13112200
20250218,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,51962,903662,510806690
20250218,2,말할 수 없는 비밀,2025-01-27,10251,734332,95402900
20250218,3,히트맨2,2025-01-22,9188,2481102,84711100
20250218,4,명탐정 코난: 14번째 표적,2025-02-14,4207,49830,38421500
20250218,5,서브스턴스,2024-12-11,4113,481986,39727400
20250218,6,브루탈리스트,2025-02-12,3302,33325,31085000
20250218,7,검은 수녀들,2025-01-24,2914,1657383,27326500
20250218,8,괜찮아 괜찮아 괜찮아! ,2025-02-26,2178,2495,19602000
20250218,9,더 폴: 디렉터스 컷,2024-12-25,2099,143460,20414300
20250218,10,엘리: 몬스터 패밀리,2025-02-14,1499,20417,11832700
20250219,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,49474,953136,478857320
20250219,2,말할 수 없는 비밀,2025-01-27,9947,744279,92909860
20250219,3,히트맨2,2025-01-22,8121,2489223,75281080
20250219,4,패딩턴: 페루에 가다!,2025-02-19,7501,9030,57009900
20250219,5,서브스턴스,2024-12-11,4214,486200,40174500
20250219,6,써니데이,2025-02-19,4145,5225,34750200
20250219,7,명탐정 코난: 14번째 표적,2025-02-14,4136,53966,37874400
20250219,8,영화 이상한 과자 가게 전천당,2025-02-19,3941,4831,29687200
20250219,9,히어 ,2025-02-19,3227,3801,22618620
20250219,10,브루탈리스트,2025-02-12,2718,36043,25195760
20250220,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,43079,996215,419346326
20250220,2,말할 수 없는 비밀,2025-01-27,9482,753761,88257820
20250220,3,히트맨2,2025-01-22,7810,2497033,72458000
20250220,4,패딩턴: 페루에 가다!,2025-02-19,5481,14511,44759700
20250220,5,서브스턴스,2024-12-11,3944,490144,38201100
20250220,6,영화 이상한 과자 가게 전천당,2025-02-19,3490,8321,27632600
20250220,7,명탐정 코난: 14번째 표적,2025-02-14,3469,57435,31468700
20250220,8,브루탈리스트,2025-02-12,2742,38785,25721500
20250220,9,더 폴: 디렉터스 컷,2024-12-25,2479,148238,25404800
20250220,10,써니데이,2025-02-19,2451,7676,20099200
20250221,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,62480,1058695,634995360
20250221,2,퇴마록,2025-02-21,26501,33882,258745320
20250221,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,23304,25693,199290800
20250221,4,말할 수 없는 비밀,2025-01-27,7605,761366,73322920
20250221,5,히트맨2,2025-01-22,6108,2503141,57759200
20250221,6,패딩턴: 페루에 가다!,2025-02-19,5767,20278,50010300
20250221,7,서브스턴스,2024-12-11,4104,494248,40599600
20250221,8,영화 이상한 과자 가게 전천당,2025-02-19,2824,11145,23620800
20250221,9,브루탈리스트,2025-02-12,2761,41546,27247100
20250221,10,명탐정 코난: 14번째 표적,2025-02-14,2442,59877,22584200
20250222,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,137652,1196347,1381867260
20250222,2,퇴마록,2025-02-21,43069,76951,421844100
20250222,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,23985,49678,218090900
20250222,4,패딩턴: 페루에 가다!,2025-02-19,15023,35301,133316300
20250222,5,말할 수 없는 비밀,2025-01-27,14395,775761,137547340
20250222,6,히트맨2,2025-01-22,12823,2515964,123602200
20250222,7,영화 이상한 과자 가게 전천당,2025-02-19,7321,18466,63261400
20250222,8,서브스턴스,2024-12-11,6994,501242,69968200
20250222,9,브루탈리스트,2025-02-12,5397,46943,55755400
20250222,10,더 폴: 디렉터스 컷,2024-12-25,4405,154705,45423500
20250223,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,116010,1312357,1157947840
20250223,2,퇴마록,2025-02-21,38520,115471,375133380
20250223,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,21312,70990,203842800
20250223,4,패딩턴: 페루에 가다!,2025-02-19,14012,49313,125572900
20250223,5,말할 수 없는 비밀,2025-01-27,13627,789388,130349600
20250223,6,히트맨2,2025-01-22,11242,2527206,108480120
20250223,7,영화 이상한 과자 가게 전천당,2025-02-19,7721,26187,67715100
20250223,8,서브스턴스,2024-12-11,6191,507433,61578620
20250223,9,브루탈리스트,2025-02-12,5407,52350,54701700
20250223,10,엘리: 몬스터 패밀리,2025-02-14,4052,34012,34901000
20250224,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,31316,1343673,305035800
20250224,2,퇴마록,2025-02-21,15545,131016,146129000
20250224,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,8788,79778,79493800
20250224,4,말할 수 없는 비밀,2025-01-27,5614,795002,52590600
20250224,5,패딩턴: 페루에 가다!,2025-02-19,4309,53622,36161300
20250224,6,히트맨2,2025-01-22,4283,2531489,39799400
20250224,7,서브스턴스,2024-12-11,3770,511203,36436400
20250224,8,브루탈리스트,2025-02-12,2262,54612,21550500
20250224,9,영화 이상한 과자 가게 전천당,2025-02-19,2102,28289,17998400
20250224,10,명탐정 코난: 14번째 표적,2025-02-14,1863,69845,17109860
20250225,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,27965,1371638,270641560
20250225,2,퇴마록,2025-02-21,14376,145392,135181380
20250225,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,8864,88642,76498200
20250225,4,말할 수 없는 비밀,2025-01-27,5810,800812,52858400
20250225,5,패딩턴: 페루에 가다!,2025-02-19,5462,59084,44184900
20250225,6,히트맨2,2025-01-22,4258,2535747,39205200
20250225,7,서브스턴스,2024-12-11,4147,515350,39734100
20250225,8,영화 이상한 과자 가게 전천당,2025-02-19,2590,30879,21299700
20250225,9,브루탈리스트,2025-02-12,2407,57019,22792400
20250225,10,명탐정 코난: 14번째 표적,2025-02-14,2052,71897,18741800
20250226,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,40074,1411712,329905500
20250226,2,퇴마록,2025-02-21,24124,169516,194406740
20250226,3,괜찮아 괜찮아 괜찮아! ,2025-02-26,13737,17131,106792680
20250226,4,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,12708,12708,317663500
20250226,5,"그 시절, 우리가 좋아했던 소녀",2025-02-21,11590,100232,87991100
20250226,6,컴플리트 언노운,2025-02-26,11096,13910,90135160
20250226,7,패딩턴: 페루에 가다!,2025-02-19,7421,66505,53871500
20250226,8,첫 번째 키스,2025-02-26,6199,9528,44466100
20250226,9,백수아파트,2025-02-26,6130,7282,47536800
20250226,10,말할 수 없는 비밀,2025-01-27,6045,806857,47754500
20250227,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,29013,1440725,274935600
20250227,2,퇴마록,2025-02-21,18462,187978,171507500
20250227,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,11637,111869,103468600
20250227,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,9442,26573,82260200
20250227,5,패딩턴: 페루에 가다!,2025-02-19,5764,72269,47002200
20250227,6,컴플리트 언노운,2025-02-26,5353,19263,51826280
20250227,7,백수아파트,2025-02-26,4940,12222,41560980
20250227,8,말할 수 없는 비밀,2025-01-27,4240,811097,39051000
20250227,9,힘내라 대한민국,2025-02-27,4099,4099,38710660
20250227,10,서브스턴스,2024-12-11,3726,524147,35431700
20250228,1,미키 17,2025-02-28,248047,254393,2451016920
20250228,2,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,23551,1464276,218997740
20250228,3,퇴마록,2025-02-21,15060,203038,146175860
20250228,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,7269,33842,65493700
20250228,5,"그 시절, 우리가 좋아했던 소녀",2025-02-21,5550,117419,49096400
20250228,6,패딩턴: 페루에 가다!,2025-02-19,5069,77338,43776200
20250228,7,첫 번째 키스,2025-02-26,5016,17644,35871400
20250228,8,힘내라 대한민국,2025-02-27,4676,8775,43931400
20250228,9,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,4349,19654,108705500
20250228,10,컴플리트 언노운,2025-02-26,3691,22954,36938960
20250301,1,미키 17,2025-02-28,356296,610689,3572972670
20250301,2,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,43731,1508007,419467660
20250301,3,퇴마록,2025-02-21,33721,236759,331755340
20250301,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,11027,44869,100799100
20250301,5,패딩턴: 페루에 가다!,2025-02-19,10543,87881,95930900
20250301,6,"그 시절, 우리가 좋아했던 소녀",2025-02-21,9850,127269,88663900
20250301,7,백수아파트,2025-02-26,5921,20975,54650640
20250301,8,컴플리트 언노운,2025-02-26,5579,28533,56717120
20250301,9,첫 번째 키스,2025-02-26,5427,23071,43430940
20250301,10,힘내라 대한민국,2025-02-27,5047,13822,47238620
20250302,1,미키 17,2025-02-28,376171,986860,3731326330
20250302,2,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,43604,1551611,416992320
20250302,3,퇴마록,2025-02-21,36529,273288,353616960
20250302,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,11482,56351,106678400
20250302,5,패딩턴: 페루에 가다!,2025-02-19,10139,98020,92891700
20250302,6,"그 시절, 우리가 좋아했던 소녀",2025-02-21,8941,136210,83761700
20250302,7,힘내라 대한민국,2025-02-27,8401,22223,81467560
20250302,8,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,6563,30268,164054000
20250302,9,백수아파트,2025-02-26,6161,27136,57048160
20250302,10,컴플리트 언노운,2025-02-26,5985,34518,61873030
20250303,1,미키 17,2025-02-28,316111,1302971,3098002180
20250303,2,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,32562,1584173,310750100
20250303,3,퇴마록,2025-02-21,28112,301400,272007180
20250303,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,10794,67145,98232120
20250303,5,힘내라 대한민국,2025-02-27,10781,33004,101425600
20250303,6,패딩턴: 페루에 가다!,2025-02-19,10299,108319,96869900
20250303,7,"그 시절, 우리가 좋아했던 소녀",2025-02-21,8459,144669,76129100
20250303,8,백수아파트,2025-02-26,5648,32784,54667300
20250303,9,컴플리트 언노운,2025-02-26,5483,40001,55362970
20250303,10,영화 이상한 과자 가게 전천당,2025-02-19,4773,48745,40237200
20250304,1,미키 17,2025-02-28,82482,1385453,792920440
20250304,2,퇴마록,2025-02-21,7991,309391,74486380
20250304,3,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,7212,1591385,66367060
20250304,4,힘내라 대한민국,2025-02-27,4614,37618,40805000
20250304,5,괜찮아 괜찮아 괜찮아! ,2025-02-26,4325,71470,37343100
20250304,6,울프맨,2025-03-05,3020,3020,21140000
20250304,7,컴플리트 언노운,2025-02-26,2039,42040,19319960
20250304,8,첫 번째 키스,2025-02-26,1714,34506,12298420
20250304,9,서브스턴스,2024-12-11,1675,538613,16281100
20250304,10,"그 시절, 우리가 좋아했던 소녀",2025-02-21,1595,146264,14610300
20250305,1,미키 17,2025-02-28,80034,1465487,775100720
20250305,2,콘클라베,2025-03-05,10796,15409,94182880
20250305,3,퇴마록,2025-02-21,8905,318296,84353660
20250305,4,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,4605,1595990,43123980
20250305,5,힘내라 대한민국,2025-02-27,3915,41533,34703200
20250305,6,괜찮아 괜찮아 괜찮아! ,2025-02-26,2778,74248,24158200
20250305,7,보더랜드,2025-03-05,2371,2371,15550600
20250305,8,첫 번째 키스,2025-02-26,1889,36395,11696800
20250305,9,서브스턴스,2024-12-11,1810,540423,17822500
20250305,10,"그 시절, 우리가 좋아했던 소녀",2025-02-21,1807,148071,15780300
20250306,1,미키 17,2025-02-28,70861,1536348,684493000
20250306,2,콘클라베,2025-03-05,8417,23826,74798900
20250306,3,퇴마록,2025-02-21,7502,325798,70961040
20250306,4,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,4619,1600609,44141440
20250306,5,힘내라 대한민국,2025-02-27,4549,46082,38409000
